"","Site Code","Faunal mid-depth.x","Species name","Abundance"
"116","IPHC-10",2.5,"Alaba translucida.y",0
"117","IPHC-10",2.5,"Alvania (alvania) fasciata",0
"118","IPHC-10",2.5,"Amphithalamus obesus",0
"119","IPHC-10",2.5,"Ascorbis victoriae",0
"120","IPHC-10",2.5,"Asperdaphne sp",0
"121","IPHC-10",2.5,"Assiminea tasmanica.y",0
"122","IPHC-10",2.5,"Austrocochlea brevis",0
"123","IPHC-10",2.5,"Austrocochlea odontis",0
"124","IPHC-10",2.5,"Austromitra analogica",0
"125","IPHC-10",2.5,"Austrorissopsis consobrina",0
"126","IPHC-10",2.5,"Bankivia fasciata",0
"127","IPHC-10",2.5,"Bassina disjecta.y",0
"128","IPHC-10",2.5,"Belloliva brazieri",0
"129","IPHC-10",2.5,"Bembicium melanostomum (check)",0
"130","IPHC-10",2.5,"Bittium granarium.y",0
"131","IPHC-10",2.5,"Biv AK",0
"132","IPHC-10",2.5,"Biv AP",0
"133","IPHC-10",2.5,"Biv CP.y",0
"134","IPHC-10",2.5,"Biv CT",0
"135","IPHC-10",2.5,"Biv CV.y",0
"136","IPHC-10",2.5,"Biv D.y",0
"137","IPHC-10",2.5,"Biv DB",0
"138","IPHC-10",2.5,"Biv DM",0
"139","IPHC-10",2.5,"Biv DO",0
"140","IPHC-10",2.5,"Biv DS",0
"141","IPHC-10",2.5,"Biv DT",0
"142","IPHC-10",2.5,"Biv EF",0
"143","IPHC-10",2.5,"Biv EG",0
"144","IPHC-10",2.5,"Biv EP.y",0
"145","IPHC-10",2.5,"Biv EY",0
"146","IPHC-10",2.5,"Biv FA",0
"147","IPHC-10",2.5,"Callista (Notocallista) diemenensis.y",0
"148","IPHC-10",2.5,"Cardita excavata.y",0
"149","IPHC-10",2.5,"cf Benthoxystus petterdi",0
"150","IPHC-10",2.5,"cf Mesoginella pygmaeoides",0
"151","IPHC-10",2.5,"cf Nuculana (Scaeoleda) comita",0
"152","IPHC-10",2.5,"Chemnitzia mariae.y",0
"153","IPHC-10",2.5,"Clanculus sp_.y",0
"154","IPHC-10",2.5,"Clathrus minora",0
"155","IPHC-10",2.5,"Colpospira (Ctenocolpus) australis",0
"156","IPHC-10",2.5,"Corbula (Varicorbula) gibba.y",0
"157","IPHC-10",2.5,"Crassitoniella erratica erratica",0
"158","IPHC-10",2.5,"Cratis new species",0
"159","IPHC-10",2.5,"Cuspidaria brazieri  (check).y",0
"160","IPHC-10",2.5,"Dentimitrella sp",0
"161","IPHC-10",2.5,"Diala suturalis.y",0
"162","IPHC-10",2.5,"Diplodonta tasmanica",0
"163","IPHC-10",2.5,"Divalucina cumingi",0
"164","IPHC-10",2.5,"Dolicrossea labiata.y",0
"165","IPHC-10",2.5,"Dosinia caerulea.y",0
"166","IPHC-10",2.5,"Dosinia crocea (check).y",0
"167","IPHC-10",2.5,"Dosinia victoriae.y",0
"168","IPHC-10",2.5,"Electroma (Electroma) georgiana.y",0
"169","IPHC-10",2.5,"Epicodakia tatei",0
"170","IPHC-10",2.5,"Equichlamys bifrons.y",0
"171","IPHC-10",2.5,"Ethminolia mayi",0
"172","IPHC-10",2.5,"Etrema denseplicata",0
"173","IPHC-10",2.5,"Fossarina (Minopa) legrandi",0
"174","IPHC-10",2.5,"Fossarina (Minopa) tasmanica",0
"175","IPHC-10",2.5,"Friginatica beddomei",0
"176","IPHC-10",2.5,"Fulvia tenuicostata.y",0
"177","IPHC-10",2.5,"Fusinus novohollandiae.y",0
"178","IPHC-10",2.5,"Gari (Gari) livida",0
"179","IPHC-10",2.5,"Gast_ AU",0
"180","IPHC-10",2.5,"Gast_ DW",0
"181","IPHC-10",2.5,"Gastrochaena (Gastrochaena) tasmanica.y",0
"182","IPHC-10",2.5,"Gazameda gunnii.y",0
"183","IPHC-10",2.5,"Guraleus sp",0
"184","IPHC-10",2.5,"Hemitoma subemarginata.y",0
"185","IPHC-10",2.5,"Hiatella australis.y",0
"186","IPHC-10",2.5,"Irus (Irus) carditoides",0
"187","IPHC-10",2.5,"Katelysia rhytiphora.y",0
"188","IPHC-10",2.5,"Katelysia scalarina.y",0
"189","IPHC-10",2.5,"Kellia sp_",0
"190","IPHC-10",2.5,"Lasaea australis.y",0
"191","IPHC-10",2.5,"Laternula spp or Periploma (Offadesma) angasi.y",0
"192","IPHC-10",2.5,"Leionucula sp",0
"193","IPHC-10",2.5,"Lepsiella vinosa (check)",0
"194","IPHC-10",2.5,"Limpets",0
"195","IPHC-10",2.5,"Lironoba australis",0
"196","IPHC-10",2.5,"Litozamia brazieri.y",0
"197","IPHC-10",2.5,"Mactra (Electomactra) antecedens.y",0
"198","IPHC-10",2.5,"Maoricolpus roseus.y",0
"199","IPHC-10",2.5,"Melliteryx acupuncta.y",0
"200","IPHC-10",2.5,"Mimachlamys asperrima.y",0
"201","IPHC-10",2.5,"Mitrella tayloriana?.y",0
"202","IPHC-10",2.5,"Montacuta semiradiata",0
"203","IPHC-10",2.5,"Musculus sp",0
"204","IPHC-10",2.5,"Mussels",0
"205","IPHC-10",2.5,"Myadora sp_.y",0
"206","IPHC-10",2.5,"Myrtea (Myrtea) mayi.y",0
"207","IPHC-10",2.5,"Myrtea botanica?",0
"208","IPHC-10",2.5,"Mysella cf_ lactea.y",0
"209","IPHC-10",2.5,"Mysella donaciformis.y",0
"210","IPHC-10",2.5,"Nassarius nigellus.y",0
"211","IPHC-10",2.5,"Nassarius pauperatus.y",0
"212","IPHC-10",2.5,"Neilo australis",0
"213","IPHC-10",2.5,"Nemocardium (Pratulum) thetidis.y",0
"214","IPHC-10",2.5,"Nozeba topaziaca.y",0
"215","IPHC-10",2.5,"Nucula sp",0
"216","IPHC-10",2.5,"Nuculana (Propeleda) ensicula",0
"217","IPHC-10",2.5,"Nuculana crassa",0
"218","IPHC-10",2.5,"Operculum A",0
"219","IPHC-10",2.5,"Ostrea angasi.y",0
"220","IPHC-10",2.5,"Paphies (Atactodea) erycinaea.y",0
"221","IPHC-10",2.5,"Parathyasira cf resupina.y",0
"222","IPHC-10",2.5,"Passmaditta cf jungermanniae",0
"223","IPHC-10",2.5,"Pecten fumatus.y",0
"224","IPHC-10",2.5,"Penion mandarinus.y",0
"225","IPHC-10",2.5,"Petricola (Velargilla) rubiginosa.y",0
"226","IPHC-10",2.5,"Phasianella australis",0
"227","IPHC-10",2.5,"Phasianotrochus rutilus.y",0
"228","IPHC-10",2.5,"Philine angasi.y",0
"229","IPHC-10",2.5,"Philine sp or retusa sp?.y",0
"230","IPHC-10",2.5,"Pisinna sp",0
"231","IPHC-10",2.5,"Placamen placidum.y",0
"232","IPHC-10",2.5,"Plesiotrochus monachus",0
"233","IPHC-10",2.5,"Polinices (Glossaulax) didyma",0
"234","IPHC-10",2.5,"Pseudamycla miltostoma",0
"235","IPHC-10",2.5,"Pseudamycla sp",0
"236","IPHC-10",2.5,"Pterynotis triformis",0
"237","IPHC-10",2.5,"Pyrgiscus fusca.y",0
"238","IPHC-10",2.5,"Radiocondyla adelaideana",0
"239","IPHC-10",2.5,"Raeta pulchella",0
"240","IPHC-10",2.5,"Retusa sp_.y",0
"241","IPHC-10",2.5,"Retusa sp_ 2",0
"242","IPHC-10",2.5,"Salinator fragilis",0
"243","IPHC-10",2.5,"Sassia (Cymatiella) verucosa",0
"244","IPHC-10",2.5,"Scissurella atkinsoni.y",0
"245","IPHC-10",2.5,"Seila crocea.y",0
"246","IPHC-10",2.5,"Sigapatella calytraeformis",0
"247","IPHC-10",2.5,"Singuinella pygmaeoides",0
"248","IPHC-10",2.5,"Sinum zonale",0
"249","IPHC-10",2.5,"Siphonochelus syringianus",0
"250","IPHC-10",2.5,"Solamen recens (check)",0
"251","IPHC-10",2.5,"Solen vaginoides",0
"252","IPHC-10",2.5,"Spisula (Notospisula) trigonella.y",0
"253","IPHC-10",2.5,"Syrnola bifasciata.y",0
"254","IPHC-10",2.5,"Tahunanina subalata.y",0
"255","IPHC-10",2.5,"Tatea rufilabris",0
"256","IPHC-10",2.5,"Tawera gallinulla",0
"257","IPHC-10",2.5,"Tellina margaratina",0
"258","IPHC-10",2.5,"Tellina botanica",0
"259","IPHC-10",2.5,"Tellina deltoides.y",0
"260","IPHC-10",2.5,"Theora lubrica.y",0
"261","IPHC-10",2.5,"Theora fragilis.y",0
"262","IPHC-10",2.5,"Thracia cf myodoroides.y",0
"263","IPHC-10",2.5,"Thyasira adelaideana",0
"264","IPHC-10",2.5,"Timoclea (Chioneryx) cardioides.y",0
"265","IPHC-10",2.5,"Venericardia bimaculata.y",0
"266","IPHC-10",2.5,"Venerupis largillierti.y",0
"267","IPHC-10",2.5,"Venerupis anomala.y",0
"268","IPHC-10",2.5,"Volvulella rostrata (check).y",0
"269","IPHC-10",2.5,"Waimatea obscura",0
"270","IPHC-10",2.5,"Wallucina assimilis.y",0
"271","IPHC-10",2.5,"Zafra atkinsoni.y",0
"272","IPHC-10",2.5,"Zafra fulgida",0
"273","IPHC-10",2.5,"Faunal mid-depth.y",0
"274","IPHC-10",2.5,"MDS code old",0
"275","IPHC-10",2.5,"MDS code",0
"276","IPHC-10",2.5,"Bassina disjecta",0
"277","IPHC-10",2.5,"Bittium granarium",0
"278","IPHC-10",2.5,"Biv APA.y",0
"279","IPHC-10",2.5,"Biv CV",0
"280","IPHC-10",2.5,"Biv FD",0
"281","IPHC-10",2.5,"Biv FE.y",0
"282","IPHC-10",2.5,"Biv FF",0
"283","IPHC-10",2.5,"Biv FH",0
"284","IPHC-10",2.5,"Callista (Notocallista) diemenensis",0
"285","IPHC-10",2.5,"Cardita sp?",0
"286","IPHC-10",2.5,"Chemnitzia mariae",0
"287","IPHC-10",2.5,"Clanculus philippi",0
"288","IPHC-10",2.5,"Corbula (Varicorbula) gibba",0
"289","IPHC-10",2.5,"Cuspidaria brazieri  (check)",0
"290","IPHC-10",2.5,"Cystiscus angasi",0
"291","IPHC-10",2.5,"Diala suturalis",0
"292","IPHC-10",2.5,"Dolicrossea labiata",0
"293","IPHC-10",2.5,"Dosinia caerulea",0
"294","IPHC-10",2.5,"Dosinia crocea (check)",0
"295","IPHC-10",2.5,"Dosinia victoriae",0
"296","IPHC-10",2.5,"Electroma (Electroma) georgiana",0
"297","IPHC-10",2.5,"Equichlamys bifrons",0
"298","IPHC-10",2.5,"Ethminolia mayi.y",0
"299","IPHC-10",2.5,"Fulvia tenuicostata",0
"300","IPHC-10",2.5,"Gast EJ.y",0
"301","IPHC-10",2.5,"Gast EK",0
"302","IPHC-10",2.5,"Gazameda gunnii",0
"303","IPHC-10",2.5,"Guraleus alucinans.y",0
"304","IPHC-10",2.5,"Hemitoma subemarginata",0
"305","IPHC-10",2.5,"Hiatella australis",0
"306","IPHC-10",2.5,"Katelysia scalarina",0
"307","IPHC-10",2.5,"Lasaea australis",0
"308","IPHC-10",2.5,"Leionucula obliqua.y",0
"309","IPHC-10",2.5,"Limpet D.y",0
"310","IPHC-10",2.5,"Maoricolpus roseus",0
"311","IPHC-10",2.5,"Melliteryx acupuncta",0
"312","IPHC-10",2.5,"Mimachlamys asperrima",0
"313","IPHC-10",2.5,"Musculus sp_.y",0
"314","IPHC-10",2.5,"Myadora brevis",0
"315","IPHC-10",2.5,"Mysella donaciformis",0
"316","IPHC-10",2.5,"Nassarius nigellus",0
"317","IPHC-10",2.5,"Nemocardium (Pratulum) thetidis",0
"318","IPHC-10",2.5,"Nozeba topaziaca",0
"319","IPHC-10",2.5,"Nucula sp A",0
"320","IPHC-10",2.5,"Nuculana (Propeleda) ensicula.y",0
"321","IPHC-10",2.5,"Ostrea angasi",0
"322","IPHC-10",2.5,"Pecten fumatus",0
"323","IPHC-10",2.5,"Philine sp or retusa sp?",0
"324","IPHC-10",2.5,"Pisinna frenchiensis",0
"325","IPHC-10",2.5,"Placamen placidum",0
"326","IPHC-10",2.5,"Retusa sp_",0
"327","IPHC-10",2.5,"Spisula (Notospisula) trigonella",0
"328","IPHC-10",2.5,"Tatea rufilabris.y",0
"329","IPHC-10",2.5,"Tellina (Macomona) margaratina.y",0
"330","IPHC-10",2.5,"Theora lubrica",0
"331","IPHC-10",2.5,"Theora fragilis",0
"332","IPHC-10",2.5,"Thyasira adelaideana.y",0
"333","IPHC-10",2.5,"Timoclea (Chioneryx) cardioides",0
"334","IPHC-10",2.5,"Venericardia bimaculata",0
"335","IPHC-10",2.5,"Venerupis (Venerupis) anomala",0
"336","IPHC-10",2.5,"Zafra atkinsoni",0
"337","IPHC-10",12.5,"Agatha simplex",0
"338","IPHC-10",12.5,"Alaba monile",0
"339","IPHC-10",12.5,"Alaba translucida",0
"340","IPHC-10",12.5,"Assiminea tasmanica",0
"341","IPHC-10",12.5,"Austrocochlea sp",0
"342","IPHC-10",12.5,"Bankivia fasciatus",0
"343","IPHC-10",12.5,"Bassina disjecta",1
"344","IPHC-10",12.5,"Bittium granarium",0
"345","IPHC-10",12.5,"Biv APA",0
"346","IPHC-10",12.5,"Biv CP",0
"347","IPHC-10",12.5,"Biv CV",0
"348","IPHC-10",12.5,"Biv D",0
"349","IPHC-10",12.5,"Biv EP",0
"350","IPHC-10",12.5,"Biv ET",0
"351","IPHC-10",12.5,"Biv EW",0
"352","IPHC-10",12.5,"Biv FB",0
"353","IPHC-10",12.5,"Biv FC",0
"354","IPHC-10",12.5,"Biv FE",0
"355","IPHC-10",12.5,"Biv FI",0
"356","IPHC-10",12.5,"Biv FJ",0
"357","IPHC-10",12.5,"Biv FK",0
"358","IPHC-10",12.5,"Biv Z",0
"359","IPHC-10",12.5,"Callista (Notocallista) diemenensis",0
"360","IPHC-10",12.5,"Cardita excavata",0
"361","IPHC-10",12.5,"Chemnitzia mariae",0
"362","IPHC-10",12.5,"Bembicium sp",0
"363","IPHC-10",12.5,"Clanculus sp_",0
"364","IPHC-10",12.5,"Corbula (Varicorbula) gibba",4
"365","IPHC-10",12.5,"Crassostrea gigas",0
"366","IPHC-10",12.5,"Cuspidaria brazieri  (check)",2
"367","IPHC-10",12.5,"Diala suturalis",0
"368","IPHC-10",12.5,"Dolicrossea labiata",0
"369","IPHC-10",12.5,"Dosinia caerulea",0
"370","IPHC-10",12.5,"Dosinia crocea (check)",0
"371","IPHC-10",12.5,"Dosinia victoriae",0
"372","IPHC-10",12.5,"Electroma (Electroma) georgiana",0
"373","IPHC-10",12.5,"Equichlamys bifrons",0
"374","IPHC-10",12.5,"Fulvia tenuicostata",2
"375","IPHC-10",12.5,"Fusinus novohollandiae",0
"376","IPHC-10",12.5,"Gast EI",0
"377","IPHC-10",12.5,"Gast EJ",0
"378","IPHC-10",12.5,"Gast_ E",0
"379","IPHC-10",12.5,"Gast_ EC",0
"380","IPHC-10",12.5,"Gast_ ED",0
"381","IPHC-10",12.5,"Gast_ EF",0
"382","IPHC-10",12.5,"Gast_ EH",0
"383","IPHC-10",12.5,"Gastrochaena (Gastrochaena) tasmanica",0
"384","IPHC-10",12.5,"Gazameda gunnii",0
"385","IPHC-10",12.5,"Guraleus alucinans",0
"386","IPHC-10",12.5,"Hemitoma subemarginata",0
"387","IPHC-10",12.5,"Hiatella australis",4
"388","IPHC-10",12.5,"Hydrococcus brazieri",0
"389","IPHC-10",12.5,"Isotriphora sp",0
"390","IPHC-10",12.5,"Katelysia rhytiphora",0
"391","IPHC-10",12.5,"Katelysia scalarina",0
"392","IPHC-10",12.5,"Lasaea australis",0
"393","IPHC-10",12.5,"Laternula spp or Periploma (Offadesma) angasi",0
"394","IPHC-10",12.5,"Leionucula obliqua",0
"395","IPHC-10",12.5,"Limpet A",0
"396","IPHC-10",12.5,"Limpet D",0
"397","IPHC-10",12.5,"Litozamia brazieri",1
"398","IPHC-10",12.5,"Mactra (Electomactra) antecedens",0
"399","IPHC-10",12.5,"Maoricolpus roseus",1
"400","IPHC-10",12.5,"Melliteryx acupuncta",0
"401","IPHC-10",12.5,"Mimachlamys asperrima",0
"402","IPHC-10",12.5,"Miralda suprasculpta",0
"403","IPHC-10",12.5,"Mitrella tayloriana?",0
"404","IPHC-10",12.5,"Musculus sp_",0
"405","IPHC-10",12.5,"Myadora sp_",1
"406","IPHC-10",12.5,"Myrtea (Myrtea) mayi",0
"407","IPHC-10",12.5,"Mysella cf_ lactea",0
"408","IPHC-10",12.5,"Mysella donaciformis",0
"409","IPHC-10",12.5,"Nassarius nigellus",0
"410","IPHC-10",12.5,"Nassarius pauperatus",0
"411","IPHC-10",12.5,"Nemocardium (Pratulum) thetidis",2
"412","IPHC-10",12.5,"Nozeba topaziaca",0
"413","IPHC-10",12.5,"Nucula coura?",0
"414","IPHC-10",12.5,"Odostomia occultidens",0
"415","IPHC-10",12.5,"Ostrea angasi",0
"416","IPHC-10",12.5,"Paphies (Atactodea) erycinaea",0
"417","IPHC-10",12.5,"Parathyasira cf resupina",0
"418","IPHC-10",12.5,"Pecten fumatus",0
"419","IPHC-10",12.5,"Penion mandarinus",0
"420","IPHC-10",12.5,"Petricola (Velargilla) rubiginosa",0
"421","IPHC-10",12.5,"Phasianotrochus rutilus",0
"422","IPHC-10",12.5,"Philine angasi",0
"423","IPHC-10",12.5,"Philine sp or retusa sp?",0
"424","IPHC-10",12.5,"Placamen placidum",2
"425","IPHC-10",12.5,"Pyrgiscus fusca",0
"426","IPHC-10",12.5,"Retusa sp_",0
"427","IPHC-10",12.5,"Scissurella atkinsoni",0
"428","IPHC-10",12.5,"Seila crocea",0
"429","IPHC-10",12.5,"Spisula (Notospisula) trigonella",0
"430","IPHC-10",12.5,"Syrnola bifasciata",0
"431","IPHC-10",12.5,"Tahunanina subalata",0
"432","IPHC-10",12.5,"Tellina (Macomona) margaratina",0
"433","IPHC-10",12.5,"Tellina deltoides",0
"434","IPHC-10",12.5,"Theora lubrica",0
"435","IPHC-10",12.5,"Theora fragilis",0
"436","IPHC-10",12.5,"Thracia cf myodoroides",0
"437","IPHC-10",12.5,"Thyasira adelaideana (fragments?)",0
"438","IPHC-10",12.5,"Timoclea (Chioneryx) cardioides",3
"439","IPHC-10",12.5,"Venericardia bimaculata",0
"440","IPHC-10",12.5,"Venerupis largillierti",0
"441","IPHC-10",12.5,"Venerupis anomala",0
"442","IPHC-10",12.5,"Volvulella rostrata (check)",0
"443","IPHC-10",12.5,"Wallucina assimilis",0
"444","IPHC-10",12.5,"Zafra atkinsoni",0
"445","IPHC-10",12.5,"Zalapais inscripta?",0
"446","IPHC-10",12.5,"Mid-depth",0
"447","IPHC-10",12.5,"MDS code old.y",0
"448","IPHC-10",12.5,"MDS code.y",0
"449","IPHC-10",12.5,"?Eugaimardia sp_",0
"450","IPHC-10",12.5,"Agatha simplex.y",0
"451","IPHC-10",12.5,"Alaba monile.y",0
"452","IPHC-10",12.5,"Alaba translucida.y",0
"453","IPHC-10",12.5,"Alvania (alvania) fasciata",0
"454","IPHC-10",12.5,"Amphithalamus obesus",0
"455","IPHC-10",12.5,"Ascorbis victoriae",0
"456","IPHC-10",12.5,"Asperdaphne sp",0
"457","IPHC-10",12.5,"Assiminea tasmanica.y",0
"458","IPHC-10",12.5,"Austrocochlea brevis",0
"459","IPHC-10",12.5,"Austrocochlea odontis",0
"460","IPHC-10",12.5,"Austromitra analogica",0
"461","IPHC-10",12.5,"Austrorissopsis consobrina",0
"462","IPHC-10",12.5,"Bankivia fasciata",0
"463","IPHC-10",12.5,"Bassina disjecta.y",0
"464","IPHC-10",12.5,"Belloliva brazieri",0
"465","IPHC-10",12.5,"Bembicium melanostomum (check)",0
"466","IPHC-10",12.5,"Bittium granarium.y",0
"467","IPHC-10",12.5,"Biv AK",0
"468","IPHC-10",12.5,"Biv AP",0
"469","IPHC-10",12.5,"Biv CP.y",0
"470","IPHC-10",12.5,"Biv CT",0
"471","IPHC-10",12.5,"Biv CV.y",0
"472","IPHC-10",12.5,"Biv D.y",0
"473","IPHC-10",12.5,"Biv DB",0
"474","IPHC-10",12.5,"Biv DM",0
"475","IPHC-10",12.5,"Biv DO",0
"476","IPHC-10",12.5,"Biv DS",0
"477","IPHC-10",12.5,"Biv DT",0
"478","IPHC-10",12.5,"Biv EF",0
"479","IPHC-10",12.5,"Biv EG",0
"480","IPHC-10",12.5,"Biv EP.y",0
"481","IPHC-10",12.5,"Biv EY",0
"482","IPHC-10",12.5,"Biv FA",0
"483","IPHC-10",12.5,"Callista (Notocallista) diemenensis.y",0
"484","IPHC-10",12.5,"Cardita excavata.y",0
"485","IPHC-10",12.5,"cf Benthoxystus petterdi",0
"486","IPHC-10",12.5,"cf Mesoginella pygmaeoides",0
"487","IPHC-10",12.5,"cf Nuculana (Scaeoleda) comita",0
"488","IPHC-10",12.5,"Chemnitzia mariae.y",0
"489","IPHC-10",12.5,"Clanculus sp_.y",0
"490","IPHC-10",12.5,"Clathrus minora",0
"491","IPHC-10",12.5,"Colpospira (Ctenocolpus) australis",0
"492","IPHC-10",12.5,"Corbula (Varicorbula) gibba.y",0
"493","IPHC-10",12.5,"Crassitoniella erratica erratica",0
"494","IPHC-10",12.5,"Cratis new species",0
"495","IPHC-10",12.5,"Cuspidaria brazieri  (check).y",0
"496","IPHC-10",12.5,"Dentimitrella sp",0
"497","IPHC-10",12.5,"Diala suturalis.y",0
"498","IPHC-10",12.5,"Diplodonta tasmanica",0
"499","IPHC-10",12.5,"Divalucina cumingi",0
"500","IPHC-10",12.5,"Dolicrossea labiata.y",0
"501","IPHC-10",12.5,"Dosinia caerulea.y",0
"502","IPHC-10",12.5,"Dosinia crocea (check).y",0
"503","IPHC-10",12.5,"Dosinia victoriae.y",0
